,발생유형,발생원인,기상특보,선종,톤수,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
,0,정비불량,황천4급,여객선,2862,4.8,59,12.1,1007.2,90,23.7,24.9,2.4,1.5,1.1,4.9,194
,0,정비불량,양호,어선,3.2,14.5,50,18.1,1009.7,91,21.5,23.1,2.7,1.6,1.2,5.3,243
,0,정비불량,양호,어선,68,3,108,4.3,1014.1,64,21.3,22.7,0.8,0.4,0.3,3.4,58
,0,정비불량,양호,낚시어선,4.5,6.5,84,8,1012.3,84,26.2,25.8,2.1,1.3,0.9,4.6,352
,0,정비불량,양호,요트,4.8,2.7,119,3.7,1017,75,23.7,25.6,1.2,0.7,0.5,6.4,77
,0,정비불량,양호,고무보트,0.1,0.7,290,1.4,1020.6,79,24.6,24.4,0.3,0.2,0.1,5.3,156
,0,정비불량,양호,어선,3.33,0,141,0.7,1018.5,90,23.3,24.4,0.2,0.1,0.1,3.8,53
,0,정비불량,양호,어선,2.26,3.7,63,5.2,1018.5,70,23.3,25.2,1.1,0.7,0.5,6.4,67
,0,정비불량,양호,어선,1.43,11.2,53,14,1014.3,88,23.1,25.7,2.9,1.9,1.3,5.3,78
,0,정비불량,양호,어선,1.35,1.6,308,2.8,1016.8,78,23.9,25,0.8,0.2,0.2,4.3,104
,0,정비불량,양호,어선,0.46,0.7,91,3.8,1016.3,76,22.8,23.4,0.7,0.4,0.3,5.3,22
,0,정비불량,양호,낚시어선,7.93,0.9,102,2.2,1017,84,23.3,24.5,1.2,0.2,0.2,3.6,108
,0,정비불량,양호,어선,2.99,7.3,62,8.8,1013.5,82,25.1,25,1.8,1,0.7,3.6,220
,0,정비불량,양호,낚시어선,7.93,2.8,153,3.3,1016.2,84,24.3,23.6,0.4,0.2,0.2,5.8,10
,0,정비불량,양호,모터보트,2.14,6.5,64,8.1,1013.5,80,24.3,24.9,1.5,0.8,0.6,9.1,233
,0,정비불량,양호,낚시어선,9.77,6.3,44,7.9,1013,78,25.9,26.7,2.2,1.3,0.9,9.1,58
,0,정비불량,양호,어선,37,2.8,44,3.3,1012.4,81,29.5,25,0.7,0.3,0.2,6.4,139
,0,정비불량,양호,어선,2.97,1.3,105,2,1013.2,81,22.9,24.4,1.2,0.2,0.2,7.1,91
,0,정비불량,양호,어선,3.55,1.4,46,2.1,1012.1,85,22.2,24.3,1.2,0.3,0.2,8,60
,0,정비불량,양호,어선,4.99,2.5,106,3.6,1008.7,75,26.5,27.1,1.5,1,0.7,7.1,19
,0,정비불량,양호,화물선,2450,2.6,351,3.6,1009.7,81,22.7,24.6,4.4,2.7,1.9,9.1,184
,0,정비불량,양호,어선,5.58,5.9,334,7.6,1010.6,86,23.9,22.9,0.9,0.5,0.4,4.9,154
,0,정비불량,양호,낚시어선,6,4.3,250,5.3,1008,86,23.9,24.3,1.6,0.5,0.4,4.9,29
,0,정비불량,양호,예부선,322,5.4,333,6.6,1006.7,85,22.8,24.6,0.9,0.6,0.4,3.8,127
,0,정비불량,양호,어선,4.99,1.8,330,3.5,1007.1,74,24.1,26.2,0.9,0.5,0.4,8,252
,0,정비불량,양호,어선,20,6.6,337,8.1,1005.7,89,23.4,24.9,1,0.6,0.4,4,152
,0,정비불량,양호,어선,9.77,6.8,8,8,1004.9,80,24.4,24.9,0.8,0.4,0.3,3,16
,0,정비불량,양호,어선,1,4.9,333,5.7,1004.8,78,25.7,26,0.9,0.6,0.4,9.1,8
,0,정비불량,양호,어선,2.25,2.1,8,2.9,1006.1,84,24.6,24.5,0.6,0.4,0.3,6.4,172
,0,정비불량,양호,낚시어선,9.77,1.9,33,2.8,1007.2,86,21.4,24,1.3,0.3,0.2,3.4,232
,0,정비불량,양호,어선,29,4,34,5.1,1008.5,90,26,26.4,0.7,0.5,0.3,5.8,49
,0,정비불량,양호,모터보트,1,1.7,40,2.3,1009.6,93,27.5,26,1,0.5,0.4,5.8,125
,0,정비불량,양호,어선,9.16,1.5,146,2.4,1010.5,98,22.6,23.1,0.5,0.1,0.1,4,270
,0,정비불량,양호,어선,2.5,1.7,26,2.7,1010.8,92,22.8,22.1,0.5,0.3,0.2,4.9,264
,0,정비불량,양호,모터보트,3.5,1.6,337,2.1,1010.2,87,23.9,25.6,0.9,0.5,0.4,3.6,91
,0,정비불량,양호,어선,24,3.8,340,5.7,1010.6,89,29.3,26.5,1.5,1,0.7,7.1,303
,0,정비불량,양호,어선,2.61,4.5,350,5.7,1009.2,83,25,23.5,0.6,0.3,0.2,2.4,270
,0,정비불량,양호,어선,64,6.6,48,8,1009.4,83,25.4,26,1.2,0.7,0.5,3.2,214
,0,정비불량,양호,어선,23,4.7,18,6,1009.2,91,24.7,24.1,1.7,1.1,0.7,10.7,10
,0,정비불량,양호,어선,29,2.5,15,3.7,1009.5,92,30.2,25.9,2.9,2,1.4,7.1,354
,0,정비불량,양호,어선,29,1.7,18,2.7,1005,88,29.2,26.3,1.6,1.2,0.8,5.8,176
,0,정비불량,양호,어선,15,4,209,7.2,1005.1,90,23,25,2.4,1.3,0.9,3.2,87
,0,정비불량,양호,예부선,60,7,253,9,1006.5,84,26.9,24.7,1.8,1.2,0.9,4.9,55
,0,정비불량,양호,어선,1,6.9,193,8.8,1004.7,84,26.8,26.2,2,1.1,0.8,4.9,267
,0,정비불량,양호,어선,3.3,6.3,344,9.3,994.7,57,26,26.7,2.4,1.5,1.1,9.1,222
,0,정비불량,양호,어선,7.93,8.2,17,10.7,1005.9,60,22.9,23.9,2.6,1.1,0.8,4.3,223
,0,정비불량,양호,고무보트,0.75,2.6,120,3.7,1006.9,65,23.5,25,0.5,0.3,0.2,3,225
,0,정비불량,양호,낚시어선,9.77,6.2,91,8.4,1009.9,69,23,27.6,2,0.8,0.6,4.3,261
,0,정비불량,양호,어선,2.24,8.4,66,10.6,1012,52,23.6,26,2.2,1.4,1,5.3,305
,0,정비불량,양호,고무보트,1,6.1,31,7.7,1006.7,80,32.3,30.6,1.5,1,0.7,8,179
,0,정비불량,양호,어선,6.67,6.1,29,7.5,1006.3,78,32.4,30.5,1.5,0.8,0.5,8,166
,0,정비불량,황천5급,어선,68,10.8,18,14.5,1004.2,81,26.7,28.2,2.3,1.6,1.1,5.8,86
,0,정비불량,양호,화물선,3825,4.8,359,6.2,1005.4,74,27.8,29.4,0.8,0.4,0.3,3,170
,0,정비불량,양호,모터보트,1.8,5.5,299,6.4,1005.3,68,29.2,29.8,1.8,0.4,0.3,2.2,134
,0,정비불량,양호,모터보트,1,3.1,7,4.1,1007.5,78,29,28.8,0.5,0.3,0.2,4.6,85
,0,정비불량,양호,기타,0.77,1.4,115,2.1,1009.3,80,28.6,28.5,0.5,0.3,0.2,4.6,198
,0,정비불량,양호,고무보트,0,5.7,69,7.9,1007.8,69,27.4,28.6,2.3,1.4,1,5.3,191
,0,정비불량,양호,어선,5.7,7.6,78,9.7,1005.3,70,29.3,30.4,2.1,1.5,1,6.4,349
,0,정비불량,양호,어선,5.7,7.6,78,9.7,1005.3,70,29.3,30.4,2.1,1.5,1,6.4,349
,0,정비불량,양호,여객선,427,3,294,3.6,1005.3,83,27.1,23.9,0.8,0.3,0.2,5.8,270
,0,정비불량,양호,요트,2.34,5.4,22,6.6,1005.5,80,28.5,29.8,1.1,0.7,0.5,3.6,331
,0,정비불량,양호,어선,2.48,0,0,0,1008.1,88,28.7,27,0.4,0.1,0,3.6,90
,0,정비불량,양호,모터보트,25,7.7,131,9.6,1005.2,64,30.7,29.7,2.4,1.4,1,5.3,47
,0,정비불량,양호,어선,38,1.7,167,2.4,1006.5,82,27.5,27.1,0.8,0.4,0.3,4.6,132
,0,정비불량,양호,낚시어선,6,5.2,82,6.6,1008.6,69,28,29.2,1.3,0.7,0.5,4.3,83
,0,정비불량,양호,어선,29,5.2,175,6.5,1007.1,76,28.1,28.8,0.8,0.4,0.3,6.4,188
,0,정비불량,양호,어선,29,4.3,172,5.4,1007.9,72,28.2,29,0.8,0.5,0.3,6.4,191
,0,정비불량,양호,어선,9.77,5,108,6.3,1005.5,76,30.4,30.7,1.4,1,0.7,5.3,345
,0,정비불량,양호,기타,50,2.2,315,2.9,1005.8,69,29.1,29.6,1.5,0.2,0.1,3.8,311
,0,정비불량,양호,어선,3.28,5.7,67,7.1,1005.1,81,28.1,28.1,1.2,0.7,0.5,4.6,244
,0,정비불량,양호,어선,4.98,5.1,53,6.3,1005.1,82,27.9,28.4,1.1,0.7,0.5,3.8,248
,0,정비불량,양호,어선,4.14,0.3,21,1.7,1003.5,63,29,30.5,1.6,0.4,0.3,4.9,324
,0,정비불량,양호,어선,9.77,2,27,2.5,1002.4,90,26.5,24.8,0.7,0.4,0.3,4.6,62
,0,정비불량,양호,어선,3.35,4.8,294,5.8,1001.2,76,28,28.5,1.1,0.5,0.4,2.9,239
,0,정비불량,양호,모터보트,2.9,2.9,318,3.6,1002,89,28.5,28.5,0.7,0.5,0.3,3.8,253
,0,정비불량,양호,요트,9,0.6,334,1.6,1002.7,80,30.4,29.6,0.7,0.4,0.3,4.6,303
,0,정비불량,양호,모터보트,0,3.7,301,4.6,1005.6,84,27.7,27.4,0.8,0.5,0.4,8,115
,0,정비불량,양호,고무보트,0.1,3.8,198,4.7,1005.4,93,28.8,28.5,1,0.5,0.4,2.6,11
,0,정비불량,양호,어선,4.93,7,181,8.3,1004.8,90,28.1,28.4,1.2,0.7,0.5,2.8,12
,0,정비불량,양호,어선,1.63,5.7,285,6.8,1005.5,80,32,30,0.8,0.4,0.3,2.4,79
,0,정비불량,양호,어선,4.86,1.2,278,2.8,1008.7,83,29.5,30.6,0.6,0.4,0.3,2.2,55
,0,정비불량,양호,낚시어선,8.55,3,53,3.8,1011.6,79,28.1,30.1,1.3,0.3,0.2,7.1,319
,0,정비불량,양호,어선,2.9,0.9,161,1.5,1009,58,32.9,31.6,0.8,0.4,0.3,4.3,262
,0,정비불량,양호,어선,4.99,2.3,100,2.9,1009.1,80,28.9,28.8,1,0.6,0.4,4.9,246
,0,정비불량,양호,어선,4.15,7.7,98,9.5,1007.6,88,28.6,30,2,1.1,0.8,2.3,195
,0,정비불량,양호,어선,0.8,1,182,1.9,1008.8,80,28.6,29.6,1.3,0.3,0.2,5.8,35
,0,정비불량,양호,어선,29,2.4,337,3.5,1007.4,88,27.9,29.1,1,0.5,0.4,5.3,69
,0,정비불량,양호,낚시어선,3,0.2,316,1.7,1007.2,64,30.3,31.7,0.5,0.2,0.2,5.8,22
,0,정비불량,양호,낚시어선,4.03,0.8,94,1.8,1009.7,77,27.9,28.7,1.2,0.3,0.2,6.4,324
,0,정비불량,양호,어선,33,6.6,81,8.3,1008.3,89,27.3,28.9,1.3,0.8,0.5,2.1,15
,0,정비불량,양호,낚시어선,2.99,2.9,171,3.8,1011.5,81,27,28.6,0.3,0.2,0.1,3.8,228
,0,정비불량,양호,어선,29,4.5,139,5.9,1007.9,79,29.1,30.4,2,1.1,0.8,4.6,232
,0,정비불량,양호,어선,3.49,6.9,94,8.5,1008.2,87,30.8,29.2,1.5,1.1,0.8,5.3,84
,0,정비불량,양호,여객선,101,7.9,71,10.4,1008.8,90,26.9,26.8,1.5,0.8,0.6,8,1
,0,정비불량,양호,어선,4.29,2.6,58,3.6,1008.8,98,24.7,23.6,0.2,0,0,2.1,274
,0,정비불량,양호,어선,1.73,2.2,115,3.2,1009,79,29.6,30.4,1.3,0.8,0.6,6.4,6
,0,정비불량,양호,낚시어선,2.99,2.4,83,3.2,1010,83,26.7,28.7,0.4,0.2,0.1,3,233
,0,정비불량,양호,어선,1.64,2.4,75,3.2,1008.8,90,27.1,27.6,0.4,0.2,0.2,4.3,169
,0,정비불량,양호,어선,4.97,2.3,360,3.1,1009.5,89,26.7,25.4,0.4,0.1,0.1,4,270
,0,정비불량,양호,예부선,90,3.4,197,4.3,1009.6,82,28.9,29.5,0.4,0.2,0.2,4,111
,0,정비불량,양호,어선,0.62,0.7,325,1,1011.9,98,25.6,24.6,0.4,0.1,0.1,3.4,270
,0,정비불량,양호,어선,5.98,2,38,2.9,1011,85,28.3,29.9,0.6,0.3,0.2,2.7,338
,0,정비불량,양호,예부선,75,3.8,301,4.4,1010.5,96,28.6,27.4,0.7,0.4,0.3,6.4,80
,0,정비불량,양호,어선,9.77,2.7,205,3.6,1007.7,89,26.7,26.1,0.9,0.6,0.4,3.6,304
,0,정비불량,양호,낚시어선,7.93,7.5,176,9,1008.6,93,26.6,26.1,1.4,0.7,0.5,4.6,247
,0,정비불량,양호,어선,7.93,4.1,255,5,1006.9,87,25.3,24.9,1.5,0.7,0.5,6.4,206
,0,정비불량,양호,어선,4.55,4.6,313,6.3,1008,86,32.3,29,1.6,1,0.7,5.3,279
,0,정비불량,양호,어선,4.99,2.4,310,2.8,1007.3,83,28.2,25.6,0.9,0.6,0.4,4,61
,0,정비불량,양호,어선,5.49,5.9,220,7.4,1004.6,85,27.1,25.6,1.1,0.7,0.5,2.7,350
,0,정비불량,양호,낚시어선,7.31,6.3,182,7.3,1008.7,94,25.1,25,1.2,0.6,0.5,4.9,254
,0,정비불량,양호,어선,1.51,3.8,300,5.3,1010.3,99,26.9,26.2,0.9,0.4,0.3,4.9,307
,0,정비불량,양호,어선,78,2,204,2.7,1008.3,98,25.5,24.3,0.9,0.5,0.4,6.4,128
,0,정비불량,양호,어선,2.67,2.7,266,4.4,1010.5,78,26.7,22.4,0.3,0.2,0.1,4.6,90
,0,정비불량,양호,낚시어선,9.77,4.3,180,5.3,1011.1,97,24.6,24.1,0.6,0.4,0.3,5.3,271
,0,정비불량,양호,어선,23,1.5,231,1.8,1012,89,28.6,28.5,0.9,0.6,0.4,5.3,121
,0,정비불량,양호,어선,1.96,3.1,196,3.7,1011.6,91,26.5,23.1,0.4,0.1,0.1,4.9,90
,0,정비불량,양호,어선,28,5.5,184,6.8,1010.3,89,25.4,23.6,1,0.3,0.2,4.6,247
,0,정비불량,양호,어선,22,6.5,163,8,1010.3,85,24,23.5,1.2,0.7,0.5,4,227
,0,정비불량,양호,어선,9.77,5.8,147,7.3,1011.3,85,25.7,24.5,1.6,0.8,0.6,4.6,48
,0,정비불량,양호,요트,0,6.2,137,7.9,1011.5,68,27.2,24.9,1.3,0.8,0.6,4.3,353
,0,정비불량,양호,어선,3,3.2,97,3.9,1013.9,71,23.1,24.4,0.7,0.4,0.3,4.6,278
,0,정비불량,양호,어선,1.5,2.2,108,3.2,1015.1,76,23.2,24.1,0.9,0.5,0.4,4.6,280
,0,정비불량,양호,어선,4.99,6.8,83,8.6,1012.9,89,23.4,23.9,1.5,0.9,0.7,4.9,224
,0,정비불량,양호,어선,6.46,4,109,4.9,1015.3,73,23.1,24.4,0.8,0.5,0.3,5.3,203
,0,정비불량,양호,어선,85,3.3,356,4.5,1009.8,86,23.6,22.7,0.3,0.2,0.1,4,90
,0,정비불량,양호,어선,4.91,2.2,335,2.5,1011.2,90,22.6,21.1,0.4,0.1,0,2.5,90
,0,정비불량,양호,어선,2.93,3.7,310,5,1009.8,89,22,23,1.1,0.7,0.5,5.8,180
,0,정비불량,양호,어선,0.89,3.2,253,3.9,1010.7,91,22.8,22.5,1.2,0.7,0.5,8,192
,0,정비불량,양호,유도선,29,3.3,236,4.5,1007.7,91,23.4,22.9,2.6,1.4,1,7.1,236
,0,정비불량,양호,어선,10,7.6,79,9.7,1001.6,88,22.1,21,2.6,1.3,0.9,7.1,311
,0,정비불량,양호,어선,4.99,5.5,99,6.8,1004.9,85,23.2,22.4,1.9,1.2,0.8,8,16
,0,정비불량,양호,예부선,87,6.4,132,8.5,1004.2,68,25.5,21.2,0.4,0.1,0.1,2.3,270
,0,정비불량,양호,어선,2.93,9,6,11.7,1005.2,83,22.6,23.1,3.8,2.4,1.7,9.1,328
,0,정비불량,양호,요트,7.9,2.2,304,2.8,1000,85,23.2,22,1,0.5,0.4,6.4,183
,0,정비불량,양호,어선,1.3,3.1,71,3.8,1005.5,97,24.4,24.2,1.1,0.6,0.4,7.1,322
,0,정비불량,양호,기타,9.77,4.3,47,5.8,1004.6,90,25.3,26.1,1.4,0.9,0.7,8,88
,0,정비불량,양호,어선,7.93,2.5,258,3,1005,92,23.8,23.3,1.2,0.7,0.5,9.1,202
,0,정비불량,양호,어선,9.77,3.6,161,4.2,1004.8,94,22.7,22.2,0.5,0.3,0.2,4.6,194
,0,정비불량,양호,어선,3,3,20,3.8,1007.9,89,22.5,22.8,1,0.4,0.3,9.1,173
,0,정비불량,양호,낚시어선,3.5,2.4,15,3.4,1007.7,91,22.4,22.7,1,0.4,0.3,9.1,136
,0,정비불량,양호,유도선,40,4.8,27,6.1,1007.8,93,22.4,22.6,2,1.3,0.9,10.7,329
,0,정비불량,양호,어선,2.99,3.2,228,4.4,1015.4,96,24.2,23.9,0.9,0.7,0.5,6.4,185
,0,정비불량,저시정,어선,1.95,4.4,186,5.6,1014.6,97,22.8,20.2,0.4,0.1,0.1,3.8,90
,0,정비불량,양호,화물선,1592,8.6,217,9.8,1013.7,92,24.1,22.6,1.6,1,0.7,9.1,193
,0,정비불량,양호,어선,5.92,5.2,187,6.2,1013.2,97,25.9,24.2,1.6,1,0.7,5.8,328
,0,정비불량,양호,어선,48,4.9,237,7.4,1005.7,96,22.7,21.9,3.6,2.1,1.5,8,192
,0,정비불량,양호,어선,48,4.9,237,7.4,1005.7,96,22.7,21.9,3.6,2.1,1.5,8,192
,0,정비불량,양호,어선,6.48,5.8,223,7.2,1009.4,92,24.3,22.2,1.9,1.2,0.8,6.4,290
,0,정비불량,양호,어선,4.86,4.8,209,6.2,1011.3,94,21.7,21.6,1.1,0.6,0.4,3.2,234
,0,정비불량,양호,어선,1.54,3.6,164,4.8,1008.7,79,22.5,22.4,2.8,1.5,1.1,9.1,8
,0,정비불량,양호,낚시어선,9.77,3.1,259,3.7,1009.6,95,20.4,18.3,0.6,0.4,0.3,4.6,335
,0,정비불량,양호,낚시어선,9.77,2.6,267,3.6,1010.7,86,22.8,22.4,1.3,0.8,0.6,5.8,98
,0,정비불량,양호,어선,1.26,0.7,55,2,1008.1,73,22.1,21.6,4,2.2,1.6,8,174
,0,정비불량,양호,요트,8.9,9,269,10.9,1004.1,86,20.4,19.4,1.9,1.2,0.9,6.4,192
,0,정비불량,양호,어선,9.77,5.7,284,6.7,1003.1,91,19.2,17.1,1.3,0.7,0.5,5.8,168
,0,정비불량,양호,예부선,54,15.3,240,19.9,994.6,93,23.7,21.9,3,1.7,1.2,4,343
,0,정비불량,양호,어선,20,7.2,191,8.9,1003.6,92,21.9,21.7,1.5,0.9,0.6,3.2,189
,0,정비불량,양호,화물선,4109,3,80,3.7,1006.2,90,21.7,22,1.7,1,0.7,6.4,153
,0,정비불량,양호,어선,39,1.7,341,2.7,1006.7,97,21.8,21.9,1.9,1.2,0.8,7.1,350
,0,정비불량,양호,어선,39,2.6,116,3.1,1008.7,89,21.1,20.3,0.7,0.5,0.3,6.4,183
,0,정비불량,양호,어선,4.97,6,35,7.4,1008,93,20.4,19.4,1.4,0.7,0.5,5.8,100
,0,정비불량,양호,유조선,100,1.3,161,1.8,1005.7,97,20.2,19.3,0.2,0,0,2.1,90
,0,정비불량,저시정,어선,24,4.2,142,4.9,1007.5,94,19.7,20.8,0.7,0.4,0.3,6.4,351
,0,정비불량,양호,어선,3.02,6.9,229,7.8,1008,97,21.7,20.6,1,0.7,0.5,7.1,23
,0,정비불량,양호,어선,78,6.5,182,7.9,1009.8,91,21.6,21.3,2.9,1.6,1.1,6.4,109
,0,정비불량,양호,어선,23,4.3,228,5.5,1010.4,95,23.1,22.3,1.8,1,0.7,4,337
,0,정비불량,양호,어선,39,5.4,186,6.7,1011.3,96,23.5,22.2,1.3,0.8,0.5,7.1,9
,0,정비불량,양호,어선,1.85,2.3,104,2.7,1013.5,89,20.1,19.7,0.4,0.2,0.1,4.9,90
,0,정비불량,양호,낚시어선,6,5.3,186,7.1,1012.6,87,18.7,19.5,1.5,0.9,0.7,5.3,292
,0,정비불량,양호,어선,7.93,4.7,32,6.1,997.1,87,21.8,21.7,1,0.6,0.4,4.6,354
,0,정비불량,양호,기타,3.59,6,235,7.1,998.7,99,21.8,20.6,1.3,0.7,0.5,7.1,221
,0,정비불량,양호,어선,2,6.2,217,7.5,996.8,87,21.6,20.1,1.7,1.1,0.8,4.9,318
,0,정비불량,양호,어선,6.46,4.4,218,6.2,1000.8,96,21.5,20.6,1.6,1,0.7,2.8,261
,0,정비불량,풍랑주의보,낚시어선,5.49,7.9,217,10.6,998,98,19,16.2,2.2,1.4,1,7.1,192
,0,정비불량,양호,어선,15,6.8,208,8.4,1004.8,89,22,21.5,1.6,0.8,0.6,7.1,179
,0,정비불량,양호,요트,0,2.1,112,2.7,1004.4,85,22.1,22,1.3,0.9,0.6,9.1,8
,0,정비불량,양호,낚시어선,9.77,3.1,142,3.8,1005,83,22.5,22.2,1.5,1,0.7,9.1,302
,0,정비불량,양호,어선,2.51,2.1,355,3.1,1004.8,85,18,20.5,1.7,1,0.7,7.1,182
,0,정비불량,양호,낚시어선,8.55,3.9,329,5.2,1004.4,89,20.8,21.5,0.7,0.4,0.3,3.4,151
,0,정비불량,양호,모터보트,5.16,3.4,126,4.8,1002.5,96,22,21.6,0.6,0.4,0.3,2.9,135
,0,정비불량,양호,어선,13,7.5,186,9,1004.7,94,20.3,19.8,0.5,0.3,0.2,2.1,191
,0,정비불량,양호,낚시어선,6,0,350,0.3,1006.5,93,21,21.5,0.5,0.3,0.2,2.2,311
,0,정비불량,양호,어선,29,3.9,187,4.5,1005.5,90,21.7,20.9,0.7,0.4,0.3,4,321
,0,정비불량,양호,어선,29,3.6,182,4.7,1011.2,96,21,20.6,0.7,0.4,0.3,4,314
,0,정비불량,양호,어선,83,3,194,3.9,1011.9,91,21.3,20.9,1.1,0.6,0.4,4.3,6
,0,정비불량,양호,여객선,29,2.3,176,2.7,1011,92,21.7,21.8,0.5,0.3,0.2,8,261
,0,정비불량,양호,고무보트,0.5,5.2,143,6.4,1012.6,94,20.8,19.7,0.5,0.3,0.2,2.2,282
,0,정비불량,양호,어선,4.2,4.9,123,6.4,1011.6,95,25.1,21.5,0.5,0.3,0.2,7.1,182
,0,정비불량,양호,어선,9.77,3.3,43,4,1011.9,86,20.8,21.3,0.8,0.4,0.3,3.8,92
,0,정비불량,양호,어선,4.99,2.7,29,3.5,1013.5,96,20.1,20.1,0.5,0.3,0.2,4.3,172
,0,정비불량,양호,어선,4.59,2.2,91,2.7,1011.4,90,21.8,21.7,0.3,0.2,0.2,6.4,169
,0,정비불량,양호,어선,2.85,2.3,312,2.8,1011.3,93,19.9,19.8,0.8,0.4,0.3,4,355
,0,정비불량,양호,어선,9.77,3.4,183,4,1009.5,90,20.8,20.9,0.5,0.3,0.2,4.9,238
,0,정비불량,양호,어선,29,1,201,1.5,1010.4,96,20.9,20.5,0.6,0.3,0.2,4.6,339
,0,정비불량,양호,어선,4.59,1.2,43,1.5,1010.1,96,20.9,21.3,0.6,0.4,0.3,5.8,197
,0,정비불량,양호,어선,29,1,5,1.3,1015.9,92,19.7,19.4,0.5,0.3,0.2,3.2,170
,0,정비불량,양호,낚시어선,3.59,0.9,19,2.7,1010.6,89,18.3,18.6,1.7,1,0.7,3.4,59
,0,정비불량,양호,어선,5.6,5.5,12,6.5,1011.7,81,17.5,18.7,1.3,0.6,0.4,4.6,229
,0,정비불량,양호,어선,5.6,5.5,12,6.5,1011.7,81,17.5,18.7,1.3,0.6,0.4,4.6,229
,0,정비불량,양호,낚시어선,3,5.1,23,5.9,1011.7,82,17.3,18.2,1,0.6,0.4,4.6,173
,0,정비불량,양호,어선,1.25,2.3,80,5.5,1007.8,83,18.5,18.1,0.4,0.1,0.1,4.9,90
,0,정비불량,양호,어선,48,3.9,190,4.5,1007.3,87,20.9,20,1.3,0.8,0.6,8,171
,0,정비불량,양호,어선,9.77,4.8,135,5.9,1008.2,90,21.9,20.6,1.3,1,0.7,7.1,307
,0,정비불량,양호,어선,67,0,243,0.9,1010.2,58,20.3,19.2,1.9,1.2,0.8,5.3,215
,0,정비불량,양호,어선,4.91,3.2,43,3.9,1011.6,80,18,18.1,1.1,0.6,0.5,5.3,312
,0,정비불량,양호,어선,7.31,6.5,109,8.4,1009.7,84,17.6,18,1.6,0.9,0.7,4,283
,0,정비불량,양호,어선,2.9,8.6,67,11.2,1009.8,72,19.2,18.3,2.4,1.6,1.2,6.4,239
,0,정비불량,양호,어선,29,8.5,83,11,1007.9,66,19.3,19.7,2.3,1.3,0.9,5.3,330
,0,정비불량,양호,어선,72,6.2,329,7.3,1010.8,59,18.5,18.4,1.3,0.7,0.5,5.8,287
,0,정비불량,양호,어선,29,2.6,331,3.1,1009.8,57,19.2,20.1,0.8,0.5,0.4,5.8,161
,0,정비불량,양호,어선,4.96,11.3,55,14,1006.9,88,19,18.1,2.3,1.5,1,4.9,239
,0,정비불량,양호,기타,17,3.3,240,4,1007.7,86,18.7,18.8,0.8,0.5,0.3,4.6,267
,0,정비불량,양호,어선,2.46,5.5,2,6.9,1007.8,91,16.8,17.3,1,0.5,0.4,2.2,17
,0,정비불량,양호,어선,2.4,5.2,247,6.1,1003,87,19.2,19.6,0.7,0.4,0.3,2.3,234
,0,정비불량,양호,낚시어선,4.14,4.3,351,4.9,1005.5,88,17.9,18.5,0.5,0.2,0.1,2.3,320
,0,정비불량,양호,낚시어선,9.77,4.3,351,4.9,1005.5,88,17.9,18.5,0.5,0.2,0.1,2.3,320
,0,정비불량,양호,어선,1.07,2.2,224,2.6,1008.7,79,21.2,19.7,0.4,0.2,0.2,3.4,35
,0,정비불량,양호,요트,4,0.6,120,1.3,1018.5,84,19,18.7,0.4,0.3,0.2,5.8,347
,0,정비불량,양호,어선,2.99,3.2,185,3.9,1012.8,88,18.3,17.7,0.4,0.3,0.2,4.3,321
,0,정비불량,양호,어선,4.16,2.4,310,3,1008.7,69,19.7,17.9,0.7,0.4,0.3,4,322
,0,정비불량,양호,어선,6,1.2,318,1.8,1010.6,95,16.6,17.2,0.5,0.3,0.2,3.4,199
,0,정비불량,양호,어선,9.77,4.1,154,5,1007.9,82,19.4,18.7,0.6,0.4,0.3,5.3,304
,0,정비불량,양호,어선,5.3,5.8,265,6.6,1007.4,78,18,17.5,0.8,0.5,0.3,4.3,134
,0,정비불량,양호,어선,9.77,4.8,213,5.5,1012.8,90,20.2,19.4,0.6,0.4,0.3,3.6,290
,0,정비불량,양호,낚시어선,7.93,0.2,178,1.1,1014.1,85,18,17.1,0.6,0.3,0.2,2.9,28
,0,정비불량,양호,모터보트,0.2,1.4,122,2,1014.4,85,17.4,16.7,0.4,0.3,0.2,2,86
,0,정비불량,양호,어선,35,3.3,141,4,1017.6,77,18.6,18.3,0.7,0.4,0.3,4.6,290
,0,정비불량,양호,모터보트,1,1.9,77,2.3,1021,89,17.1,16,0.3,0.2,0.1,8,72
,0,정비불량,양호,어선,2.21,6,71,7.8,1017.8,83,17.6,16.5,1.7,1.1,0.8,5.3,240
,0,정비불량,양호,어선,1.46,7.1,39,8.5,1016.1,85,17.7,16.7,1.2,0.7,0.5,6.4,326
,0,정비불량,양호,기타,4.24,4.1,59,5,1017.6,84,17.9,17.7,0.9,0.5,0.4,3.6,266
,0,정비불량,양호,어선,2.99,1.9,35,2.4,1028.3,87,16.8,17,0.4,0.3,0.2,8,314
,0,정비불량,양호,어선,9.77,5.5,190,6.4,1017,81,17.2,16.2,0.6,0.4,0.3,2.3,180
,0,정비불량,양호,어선,9.77,3.3,189,4.5,1014.5,78,17,18.1,0.6,0.4,0.3,3.4,253
,0,정비불량,양호,예부선,116,0.8,193,1.6,1017.9,70,17.6,15.9,0.7,0.3,0.2,7.1,90
